TaxID Proveedor;Nombre Proveedor;N° Cotizacion;TaxID Comprador;Nombre Comprador;Usuario Comprador;Nombre Cotización;Fecha de creacion;Fecha de Publicación;Fecha de Cierre;RFQ Visualizada;RFQ Aceptada;RFQ Rechazada;RFQ Ofertada;Razon de rechazo;% Ofertas en RFQ;source
0-37607467;ACAC PA SPA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-00775258;SOY DDA LTDA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-01556797;INCO PA SPA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
5-88855067;RPNTRSA SA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-10025767;ALUSTSA SA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;SI;NO;SI;NO;OTRO;0;Directa
9-02648267;MA CODA LIMITADA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-07511887;TEPORDA LTDA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-33326467;MENDUPA SPA;6000059407;6-00040629;EMNALEO SA;farozas;6000059407 VALVULA DE CONTROL FV-6026 2” 300 RF;2024-02-05 15:40:55.960;2024-02-05 15:50:08.563;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
0-02307467;BASTRDA LTDA;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-17 02:59:00.000;NO;NO;NO;NO;NULL;0;Directa
1-00020649;COOS SA SA;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-17 02:59:00.000;NO;NO;NO;NO;NULL;0;Directa
2-00092259;FEAMUSA SA;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-14 02:55:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
6-00130408;FEARIDA SOCLTDA;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-14 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
6-00602128;ESIC DA LTDA;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-14 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
6-79864367;IMB MSP SP;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-14 02:55:00.000;NO;NO;NO;NO;NULL;0;Directa
6-88471167;CON YDA LIMITADA;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-14 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
724215-1-322988;TER I A A;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-14 02:55:00.000;NO;NO;NO;NO;NULL;0;Directa
9-78358067;SEO YDA LTDA;6000059408;6-00040629;EMNALEO SA;cagonzalez;3200544491 - 3200545560;2024-02-05 15:55:56.000;2024-02-05 18:56:02.233;2024-02-14 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
2-09470569;SO CHSA SA;6000056400-3;6-00040629;EMNALEO SA;farozas;6000056400 CALGAZ # 8 AL SO2 10PPM 58L VRAE;2024-02-05 15:56:04.867;2024-02-05 15:57:17.433;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-00278868;COIONUE MANQUEHUE;6000056400-3;6-00040629;EMNALEO SA;farozas;6000056400 CALGAZ # 8 AL SO2 10PPM 58L VRAE;2024-02-05 15:56:04.867;2024-02-05 15:57:17.433;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-00044809;KUERMSA SA;6000056400-3;6-00040629;EMNALEO SA;farozas;6000056400 CALGAZ # 8 AL SO2 10PPM 58L VRAE;2024-02-05 15:56:04.867;2024-02-05 15:57:17.433;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-3109772;VICAREL DANIEL;6000056400-3;6-00040629;EMNALEO SA;farozas;6000056400 CALGAZ # 8 AL SO2 10PPM 58L VRAE;2024-02-05 15:56:04.867;2024-02-05 15:57:17.433;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
7-01901599;SEYCESA SA;6000056400-3;6-00040629;EMNALEO SA;farozas;6000056400 CALGAZ # 8 AL SO2 10PPM 58L VRAE;2024-02-05 15:56:04.867;2024-02-05 15:57:17.433;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-00075329;TE SA I I;6000056263-1;6-00040629;EMNALEO SA;farozas;6000056263 SIMATIC S7 MOD ANALOG SM336 6AE 15BIT;2024-02-05 15:58:24.560;2024-02-05 15:59:14.487;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;33;Directa
7-00471368;CAPORSA SA;6000056263-1;6-00040629;EMNALEO SA;farozas;6000056263 SIMATIC S7 MOD ANALOG SM336 6AE 15BIT;2024-02-05 15:58:24.560;2024-02-05 15:59:14.487;2024-02-09 02:00:00.000;SI;SI;NO;SI;NULL;33;Directa
K-00057039;IMNICIC SAIC;6000056263-1;6-00040629;EMNALEO SA;farozas;6000056263 SIMATIC S7 MOD ANALOG SM336 6AE 15BIT;2024-02-05 15:58:24.560;2024-02-05 15:59:14.487;2024-02-09 02:00:00.000;SI;SI;NO;NO;NULL;33;Directa
2-09470569;SO CHSA SA;6000059409;6-00040629;EMNALEO SA;farozas;"6000059409 CALGAZ #8AL H2S 25PPM CIL 58LT A 34;5BAR";2024-02-05 16:05:55.940;2024-02-05 21:01:20.000;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-00278868;COIONUE MANQUEHUE;6000059409;6-00040629;EMNALEO SA;farozas;"6000059409 CALGAZ #8AL H2S 25PPM CIL 58LT A 34;5BAR";2024-02-05 16:05:55.940;2024-02-05 21:01:20.000;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-3109772;VICAREL DANIEL;6000059409;6-00040629;EMNALEO SA;farozas;"6000059409 CALGAZ #8AL H2S 25PPM CIL 58LT A 34;5BAR";2024-02-05 16:05:55.940;2024-02-05 21:01:20.000;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
6-52397067;SAICEDE DE;6000059409;6-00040629;EMNALEO SA;farozas;"6000059409 CALGAZ #8AL H2S 25PPM CIL 58LT A 34;5BAR";2024-02-05 16:05:55.940;2024-02-05 21:01:20.000;2024-02-09 02:00:00.000;SI;SI;NO;NO;NULL;0;Catalogo
7-01901599;SEYCESA SA;6000059409;6-00040629;EMNALEO SA;farozas;"6000059409 CALGAZ #8AL H2S 25PPM CIL 58LT A 34;5BAR";2024-02-05 16:05:55.940;2024-02-05 21:01:20.000;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Catalogo
2-12778067;ELS LDA LIMITADA;10017213;7-02521587;GLELOBA SA;vmunoz;SEMANA 06-2024 REP. ELECTRANS;2024-02-05 16:07:56.313;2024-02-05 16:08:58.470;2024-02-13 23:00:00.000;SI;SI;NO;NO;NULL;0;Directa
0120101-03;INPROLC LLC;824431;968303-69-50564;QRA PANAMA;mguerrero;RFQ - 824431;2024-02-05 16:18:17.100;2024-02-05 16:39:56.590;2024-02-14 17:00:00.000;SI;NO;NO;NO;NULL;0;Directa
66VD 2202-2-724227551;AFTIOSA SA;824431;968303-69-50564;QRA PANAMA;mguerrero;RFQ - 824431;2024-02-05 16:18:17.100;2024-02-05 16:39:56.590;2024-02-14 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
783387864BG;SIPRIED LIMITED;824431;968303-69-50564;QRA PANAMA;mguerrero;RFQ - 824431;2024-02-05 16:18:17.100;2024-02-05 16:39:56.590;2024-02-14 17:00:00.000;SI;NO;NO;NO;NULL;0;Directa
834238-1-4002952;SEISTSA SA;824431;968303-69-50564;QRA PANAMA;mguerrero;RFQ - 824431;2024-02-05 16:18:17.100;2024-02-05 16:39:56.590;2024-02-14 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
0-00738038;IMRA SA SA;6000059411;6-00040629;EMNALEO SA;3nmartineza;SENSOR DE TEMPERATURA N/P : EF01-S003 MARCA: ERALYTICS;2024-02-05 16:20:56.053;2024-02-06 11:54:07.840;2024-02-09 02:00:00.000;SI;NO;SI;NO;OTRO;20;Directa
1-04650669;CO VISA SA;6000059411;6-00040629;EMNALEO SA;3nmartineza;SENSOR DE TEMPERATURA N/P : EF01-S003 MARCA: ERALYTICS;2024-02-05 16:20:56.053;2024-02-06 11:54:07.840;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;20;Directa
2-53484177;SENIS S S;6000059411;6-00040629;EMNALEO SA;3nmartineza;SENSOR DE TEMPERATURA N/P : EF01-S003 MARCA: ERALYTICS;2024-02-05 16:20:56.053;2024-02-06 11:54:07.840;2024-02-09 02:00:00.000;SI;SI;NO;SI;NULL;20;Directa
4-03511797;ME CODA LIMITADA;6000059411;6-00040629;EMNALEO SA;3nmartineza;SENSOR DE TEMPERATURA N/P : EF01-S003 MARCA: ERALYTICS;2024-02-05 16:20:56.053;2024-02-06 11:54:07.840;2024-02-09 02:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;20;Directa
5-00099929;IMIDOSA SA;6000059411;6-00040629;EMNALEO SA;3nmartineza;SENSOR DE TEMPERATURA N/P : EF01-S003 MARCA: ERALYTICS;2024-02-05 16:20:56.053;2024-02-06 11:54:07.840;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;20;Directa
9-00050339;PRIALSA SA;6000045614;1-08581477;MACOP S.A;hzepeda;10157902;2024-02-05 17:15:56.080;2024-02-07 01:45:06.470;2024-02-08 15:00:00.000;SI;NO;NO;NO;NULL;50;Directa
K-03385667;EXINGSA SA;6000045614;1-08581477;MACOP S.A;hzepeda;10157902;2024-02-05 17:15:56.080;2024-02-07 01:45:06.470;2024-02-08 15:00:00.000;SI;SI;NO;SI;NULL;50;Directa
2-06247787;MA MADA LTDA;E1020;5-00986498;COHUS SA  ;naperez;COTIZAR A LA BREVEDAD;2024-02-05 17:40:57.510;2024-02-05 03:00:00.000;2024-02-09 21:00:00.000;SI;SI;NO;NO;NULL;25;Directa
9-02434777;ASOFEDA LIMITADA;E1020;5-00986498;COHUS SA  ;naperez;COTIZAR A LA BREVEDAD;2024-02-05 17:40:57.510;2024-02-05 03:00:00.000;2024-02-09 21:00:00.000;SI;SI;NO;SI;NULL;25;Directa
K-00091619;VULCOSA  ;E1020;5-00986498;COHUS SA  ;naperez;COTIZAR A LA BREVEDAD;2024-02-05 17:40:57.510;2024-02-05 03:00:00.000;2024-02-09 21:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;25;Directa
K-69278267;SELESDA LIMITADA;E1020;5-00986498;COHUS SA  ;naperez;COTIZAR A LA BREVEDAD;2024-02-05 17:40:57.510;2024-02-05 03:00:00.000;2024-02-09 21:00:00.000;SI;SI;NO;NO;NULL;25;Directa
1-04650669;CO VISA SA;6000059415;6-00040629;EMNALEO SA;3nmartineza;"BIDON CON TAPA; POLIETILENO BLANCO CAPACIDAD 10 LT";2024-02-05 17:40:57.797;2024-02-06 11:56:51.510;2024-02-09 02:00:00.000;SI;SI;NO;SI;NULL;33;Directa
5-00187768;PLS HSA SA;6000059415;6-00040629;EMNALEO SA;3nmartineza;"BIDON CON TAPA; POLIETILENO BLANCO CAPACIDAD 10 LT";2024-02-05 17:40:57.797;2024-02-06 11:56:51.510;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;33;Directa
6-24214167;SOVA DA LTDA;6000059415;6-00040629;EMNALEO SA;3nmartineza;"BIDON CON TAPA; POLIETILENO BLANCO CAPACIDAD 10 LT";2024-02-05 17:40:57.797;2024-02-06 11:56:51.510;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;33;Catalogo
1-04607787;SOCIOIO INSTRUMENTACIO;6000059418;6-00040629;EMNALEO SA;3nmartineza;"Manómetro para RVP; propano 0 - 250 psi Pressure gauge 0-250 psig (dual dial psi /KPa) Nº catálogo 311-250-001 MARCA Koehler";2024-02-05 17:50:56.307;2024-02-06 12:22:34.377;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
1-04650669;CO VISA SA;6000059418;6-00040629;EMNALEO SA;3nmartineza;"Manómetro para RVP; propano 0 - 250 psi Pressure gauge 0-250 psig (dual dial psi /KPa) Nº catálogo 311-250-001 MARCA Koehler";2024-02-05 17:50:56.307;2024-02-06 12:22:34.377;2024-02-09 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
2-08505987;INACODA LIMITADA;6000059418;6-00040629;EMNALEO SA;3nmartineza;"Manómetro para RVP; propano 0 - 250 psi Pressure gauge 0-250 psig (dual dial psi /KPa) Nº catálogo 311-250-001 MARCA Koehler";2024-02-05 17:50:56.307;2024-02-06 12:22:34.377;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
7-05150669;ALTE SA SA;6000059418;6-00040629;EMNALEO SA;3nmartineza;"Manómetro para RVP; propano 0 - 250 psi Pressure gauge 0-250 psig (dual dial psi /KPa) Nº catálogo 311-250-001 MARCA Koehler";2024-02-05 17:50:56.307;2024-02-06 12:22:34.377;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
7-34322167;IMA CPA SPA;6000059418;6-00040629;EMNALEO SA;3nmartineza;"Manómetro para RVP; propano 0 - 250 psi Pressure gauge 0-250 psig (dual dial psi /KPa) Nº catálogo 311-250-001 MARCA Koehler";2024-02-05 17:50:56.307;2024-02-06 12:22:34.377;2024-02-09 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
K-00057039;IMNICIC SAIC;6000059418;6-00040629;EMNALEO SA;3nmartineza;"Manómetro para RVP; propano 0 - 250 psi Pressure gauge 0-250 psig (dual dial psi /KPa) Nº catálogo 311-250-001 MARCA Koehler";2024-02-05 17:50:56.307;2024-02-06 12:22:34.377;2024-02-09 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
K-06458669;DIRA PA SPA;6000059418;6-00040629;EMNALEO SA;3nmartineza;"Manómetro para RVP; propano 0 - 250 psi Pressure gauge 0-250 psig (dual dial psi /KPa) Nº catálogo 311-250-001 MARCA Koehler";2024-02-05 17:50:56.307;2024-02-06 12:22:34.377;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
1-04650669;CO VISA SA;6000059419;6-00040629;EMNALEO SA;3nmartineza;TERMOMETRO ASTM 99F RANGO -55 a 40 ºF;2024-02-05 17:50:56.543;2024-02-06 12:19:10.387;2024-02-09 02:00:00.000;SI;SI;NO;SI;NULL;50;Directa
2-53484177;SENIS S S;6000059419;6-00040629;EMNALEO SA;3nmartineza;TERMOMETRO ASTM 99F RANGO -55 a 40 ºF;2024-02-05 17:50:56.543;2024-02-06 12:19:10.387;2024-02-09 02:00:00.000;SI;SI;NO;SI;NULL;50;Directa
3-00770238;JUHEYDA LTDA;6000059419;6-00040629;EMNALEO SA;3nmartineza;TERMOMETRO ASTM 99F RANGO -55 a 40 ºF;2024-02-05 17:50:56.543;2024-02-06 12:19:10.387;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;50;Directa
5-06822797;WI LIDA LIMITADA;6000059419;6-00040629;EMNALEO SA;3nmartineza;TERMOMETRO ASTM 99F RANGO -55 a 40 ºF;2024-02-05 17:50:56.543;2024-02-06 12:19:10.387;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;50;Directa
0-00738038;IMRA SA SA;6000059420;6-00040629;EMNALEO SA;3nmartineza;"TARJETA PROCESADORA; CON IPC PROGRAMADA; VERSION 7; P/N EV10-S029/7; PARA LPG/GASOLINA.  EQUIPO ERALYTICS; MODELO ERAVAP; NUMERO DE SERIE EVP71158950/2017";2024-02-05 17:55:56.293;2024-02-06 12:01:03.920;2024-02-09 02:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;20;Directa
1-04650669;CO VISA SA;6000059420;6-00040629;EMNALEO SA;3nmartineza;"TARJETA PROCESADORA; CON IPC PROGRAMADA; VERSION 7; P/N EV10-S029/7; PARA LPG/GASOLINA.  EQUIPO ERALYTICS; MODELO ERAVAP; NUMERO DE SERIE EVP71158950/2017";2024-02-05 17:55:56.293;2024-02-06 12:01:03.920;2024-02-09 02:00:00.000;NO;NO;NO;NO;NULL;20;Directa
2-53484177;SENIS S S;6000059420;6-00040629;EMNALEO SA;3nmartineza;"TARJETA PROCESADORA; CON IPC PROGRAMADA; VERSION 7; P/N EV10-S029/7; PARA LPG/GASOLINA.  EQUIPO ERALYTICS; MODELO ERAVAP; NUMERO DE SERIE EVP71158950/2017";2024-02-05 17:55:56.293;2024-02-06 12:01:03.920;2024-02-09 02:00:00.000;SI;SI;NO;SI;NULL;20;Directa
4-03511797;ME CODA LIMITADA;6000059420;6-00040629;EMNALEO SA;3nmartineza;"TARJETA PROCESADORA; CON IPC PROGRAMADA; VERSION 7; P/N EV10-S029/7; PARA LPG/GASOLINA.  EQUIPO ERALYTICS; MODELO ERAVAP; NUMERO DE SERIE EVP71158950/2017";2024-02-05 17:55:56.293;2024-02-06 12:01:03.920;2024-02-09 02:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;20;Directa
5-00099929;IMIDOSA SA;6000059420;6-00040629;EMNALEO SA;3nmartineza;"TARJETA PROCESADORA; CON IPC PROGRAMADA; VERSION 7; P/N EV10-S029/7; PARA LPG/GASOLINA.  EQUIPO ERALYTICS; MODELO ERAVAP; NUMERO DE SERIE EVP71158950/2017";2024-02-05 17:55:56.293;2024-02-06 12:01:03.920;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;20;Directa
2-00843767;GR CRIL CHIL;10017217;7-02521587;GLELOBA SA;vmunoz;SEMANA 06-2024 COMPRA REPUESTOS MNTW;2024-02-05 18:10:21.397;2024-02-05 18:12:50.550;2024-02-08 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
K-08777669;COAL SA SA;10017217;7-02521587;GLELOBA SA;vmunoz;SEMANA 06-2024 COMPRA REPUESTOS MNTW;2024-02-05 18:10:21.397;2024-02-05 18:12:50.550;2024-02-08 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
5-06633569;ERCHISA SA;6000045503-1;1-08581477;MACOP S.A;hzepeda;10155910;2024-02-05 18:29:46.240;2024-02-05 18:30:06.567;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;0;Directa
1-08742969;REPERSA SA;6000045615;1-08581477;MACOP S.A;cmanzor;10154777;2024-02-05 18:30:56.300;2024-02-07 03:20:53.480;2024-02-08 17:00:00.000;SI;NO;SI;NO;Disponibilidad de Stock;40;Directa
1-25976767;GRISEPA SPA;6000045615;1-08581477;MACOP S.A;cmanzor;10154777;2024-02-05 18:30:56.300;2024-02-07 03:20:53.480;2024-02-08 17:00:00.000;SI;NO;NO;NO;NULL;40;Directa
3-00073367;DELERIN  ;6000045615;1-08581477;MACOP S.A;cmanzor;10154777;2024-02-05 18:30:56.300;2024-02-07 03:20:53.480;2024-02-08 17:00:00.000;SI;SI;NO;SI;NULL;40;Directa
5-83414567;CODUSPA SPA;6000045615;1-08581477;MACOP S.A;cmanzor;10154777;2024-02-05 18:30:56.300;2024-02-07 03:20:53.480;2024-02-08 17:00:00.000;SI;NO;NO;NO;NULL;40;Directa
8-11891267;CO BOPA SPA;6000045615;1-08581477;MACOP S.A;cmanzor;10154777;2024-02-05 18:30:56.300;2024-02-07 03:20:53.480;2024-02-08 17:00:00.000;SI;SI;NO;SI;NULL;40;Directa
1-08742969;REPERSA SA;6000045616;1-08581477;MACOP S.A;cmanzor;10149979;2024-02-05 18:30:56.583;2024-02-07 03:19:30.883;2024-02-08 17:00:00.000;SI;NO;SI;NO;Disponibilidad de Stock;40;Directa
1-25976767;GRISEPA SPA;6000045616;1-08581477;MACOP S.A;cmanzor;10149979;2024-02-05 18:30:56.583;2024-02-07 03:19:30.883;2024-02-08 17:00:00.000;SI;NO;NO;NO;NULL;40;Directa
3-00073367;DELERIN  ;6000045616;1-08581477;MACOP S.A;cmanzor;10149979;2024-02-05 18:30:56.583;2024-02-07 03:19:30.883;2024-02-08 17:00:00.000;SI;SI;NO;SI;NULL;40;Directa
5-83414567;CODUSPA SPA;6000045616;1-08581477;MACOP S.A;cmanzor;10149979;2024-02-05 18:30:56.583;2024-02-07 03:19:30.883;2024-02-08 17:00:00.000;SI;NO;NO;NO;NULL;40;Directa
8-11891267;CO BOPA SPA;6000045616;1-08581477;MACOP S.A;cmanzor;10149979;2024-02-05 18:30:56.583;2024-02-07 03:19:30.883;2024-02-08 17:00:00.000;SI;SI;NO;SI;NULL;40;Directa
4-18575467;VELESDA LIMITADA;6000059421;6-00040629;EMNALEO SA;cagonzalez;3200545540-48-55;2024-02-05 18:35:56.357;2024-02-05 19:06:47.943;2024-02-14 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
454131067;NOAN P. CORP.;6000059421;6-00040629;EMNALEO SA;cagonzalez;3200545540-48-55;2024-02-05 18:35:56.357;2024-02-05 19:06:47.943;2024-02-14 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
6-00602128;ESIC DA LTDA;6000059421;6-00040629;EMNALEO SA;cagonzalez;3200545540-48-55;2024-02-05 18:35:56.357;2024-02-05 19:06:47.943;2024-02-14 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
7-33575267;HO DESA SA;6000059421;6-00040629;EMNALEO SA;cagonzalez;3200545540-48-55;2024-02-05 18:35:56.357;2024-02-05 19:06:47.943;2024-02-14 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
0-00007909;SAN SSA SA;6000045619;1-08581477;MACOP S.A;kmerida;10157689 10157691 10157692 10157693 10157694 10157695 10157696 10157697 10157698 10157699 10157700 10157701 10157702 10157688 10157690;2024-02-05 19:00:56.427;2024-02-13 18:59:25.087;2024-02-16 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-00355888;OTMINDA LTDA;6000045619;1-08581477;MACOP S.A;kmerida;10157689 10157691 10157692 10157693 10157694 10157695 10157696 10157697 10157698 10157699 10157700 10157701 10157702 10157688 10157690;2024-02-05 19:00:56.427;2024-02-13 18:59:25.087;2024-02-16 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-00044809;KUERMSA SA;6000045619;1-08581477;MACOP S.A;kmerida;10157689 10157691 10157692 10157693 10157694 10157695 10157696 10157697 10157698 10157699 10157700 10157701 10157702 10157688 10157690;2024-02-05 19:00:56.427;2024-02-13 18:59:25.087;2024-02-16 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
0-00007909;SAN SSA SA;6000045620;1-08581477;MACOP S.A;kmerida;10158050;2024-02-05 19:00:57.377;2024-02-13 18:55:28.913;2024-02-15 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-00044809;KUERMSA SA;6000045620;1-08581477;MACOP S.A;kmerida;10158050;2024-02-05 19:00:57.377;2024-02-13 18:55:28.913;2024-02-15 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-05243387;SUESTLM LM;6000045621;1-08581477;MACOP S.A;kmerida;10157435 10157430 10157431;2024-02-05 19:05:56.340;2024-02-13 18:52:51.350;2024-02-15 15:00:00.000;SI;SI;NO;SI;NULL;100;Directa
6-00650238;G Y CDA LTDA;6000045622;1-08581477;MACOP S.A;kmerida;10157863;2024-02-05 19:05:56.553;2024-02-13 18:51:42.757;2024-02-15 15:00:00.000;NO;NO;NO;NO;NULL;0;Catalogo
4-03906877;FL MAPA SPA;6000058433-2;6-00040629;EMNALEO SA;farozas;6000058433 ACTUADOR ELECTRICO 71A PARKER C/VÁLV.BOL;2024-02-05 19:07:47.903;2024-02-05 19:08:40.373;2024-02-24 02:00:00.000;NO;NO;NO;NO;NULL;25;Directa
5-00044809;KUERMSA SA;6000058433-2;6-00040629;EMNALEO SA;farozas;6000058433 ACTUADOR ELECTRICO 71A PARKER C/VÁLV.BOL;2024-02-05 19:07:47.903;2024-02-05 19:08:40.373;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;25;Directa
7-08498969;TAUCASA SA;6000058433-2;6-00040629;EMNALEO SA;farozas;6000058433 ACTUADOR ELECTRICO 71A PARKER C/VÁLV.BOL;2024-02-05 19:07:47.903;2024-02-05 19:08:40.373;2024-02-24 02:00:00.000;NO;NO;NO;NO;NULL;25;Directa
8-00465138;TAS LSA SA;6000058433-2;6-00040629;EMNALEO SA;farozas;6000058433 ACTUADOR ELECTRICO 71A PARKER C/VÁLV.BOL;2024-02-05 19:07:47.903;2024-02-05 19:08:40.373;2024-02-24 02:00:00.000;SI;SI;NO;SI;NULL;25;Directa
2024391-95;MCERNNC INC;6000058438-2;6-00040629;EMNALEO SA;farozas;"6000058438 GOLILLA PARA TAPON 1.1/8"" INTERCAMB. ERA";2024-02-05 19:08:55.780;2024-02-05 19:09:18.350;2024-02-24 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2849640-56;LOSYSNC INC;6000058438-2;6-00040629;EMNALEO SA;farozas;"6000058438 GOLILLA PARA TAPON 1.1/8"" INTERCAMB. ERA";2024-02-05 19:08:55.780;2024-02-05 19:09:18.350;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
454131067;NOAN P. CORP.;6000058438-2;6-00040629;EMNALEO SA;farozas;"6000058438 GOLILLA PARA TAPON 1.1/8"" INTERCAMB. ERA";2024-02-05 19:08:55.780;2024-02-05 19:09:18.350;2024-02-24 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-75236167;NIINDSA SA;6000058438-2;6-00040629;EMNALEO SA;farozas;"6000058438 GOLILLA PARA TAPON 1.1/8"" INTERCAMB. ERA";2024-02-05 19:08:55.780;2024-02-05 19:09:18.350;2024-02-24 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
1-00070329;RHNA SA SA;6000059137-1;6-00040629;EMNALEO SA;farozas;6000059137 CAPSULA INSONORIZADA EQUIPOS GENERADORES;2024-02-05 19:09:33.533;2024-02-06 01:40:29.227;2024-02-09 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
